id,name
40374,ZZCC Legendes
34461,AST
14557,EMOBI GAMES
41643,Donato Molino
14553,Đoi Ngũ Trinigy [Trinigy Team]
8799,Kitfox Games
40554,Mike Inel
13782,Monolith
14566,The Filmharmonic Orchestra
20580,Kelsam
45630,BlackGate Studio
41637,Devs United Games
13776,Westside Soft House
13792,Aiky
17407,PRL Studio
13801,In
13810,New Digital
13813,PGM F1
13829,Recovery College East
13834,Beyond Visual Range
13836,EA CQC
15969,13074
15970,13864
6977,Golem Labs
22981,The 29th Box of Reality
17367,Midthunder Casting
24709,United Label
20112,Stone Agate (BMI)
17368,Caballero Casting
17373,gloc.team
31386,forsenbajs
13789,Dennou Eizo
21966,Celtoys Ltd.
14589,"Bay Area Sound, Inc."
13781,Neobitz
13785,NGF Dev. Inc.
13796,Arrow Publications
13799,Maitai Entertainment
43993,Aaron Gilbert
20111,Jobete Music Co. Inc. (ASCAP)
30268,Gamut Technology Enterprise Inc.
10230,Blacklight Interactive
14984,One Wing Cicada
23543,Jaded Lancer
14565,Dallas Audio Post Group
19884,Playing with Color
14567,Studio Florian Cinetivu
38629,Griffin DesBles
20919,WEBZEN ONNET
20971,EchoThief
22684,Lyubomyr Lisen
37145,"Technical Group Laboratory, Inc."
7983,TML-Studios
14003,Creative Bytes Studios
17461,Formlanguage
13761,FrozenCrate
13811,Testing 1-2-3
13980,NatsumeAtari Inc.
20578,redbox game studios
15992,13860
13997,Kiteretsu Inc.
17363,Foley Recordings
17046,Ninjetic Studios
22681,yyrGames
14551,Dynamedion Studio
48554,Darso
13800,"Innerprise Software, Inc."
22240,Games Cafe
38268,Perfect World Games Singapore Pte Ltd
15422,Azur Interactive Games Limited
17432,Gamejukie
38997,Kan's
17016,AIA USA
44625,quanty bandit
16846,OctoBox Interactive
17421,Dimlight Studio
20725,DTales
13775,nn
24869,CJH Labs
21821,"(Archive) SEGA-AM2 Co., LTD."
13824,Vicon Motion Systems Ltd
17010,Digi-Chain Games
42015,Caffeine Zombie
10911,Afterthought Games
13778,cerisegenius
46017,Alberto Costa
41015,Nk Studio Games
15018,Wold Lingo
15019,Unique Artists
7047,Dominique Grieshofer
17365,Thinking Italian
17372,Jogabilidade
18199,灰烬天国
17377,Game Ready
47005,Family TSI
2447,Origin8
43491,Tokiiro Kaeru
37268,Atteiu
20763,the binary family GmbH
13830,University of Cambridge
17364,Audio Concepts
37643,Nory
15431,Zapling Studios
23445,Empty Teapot
26506,Aidem Media
5793,(Archive) Team17 Digital Ltd
13794,Maxis South
13798,Realism Entertainment
55869,smol dreamers
19869,D.N.A. Softwares
19890,Finite Reflections Studios
20916,Parakite LTD
15021,Long Mountain Outfitters
17031,STEEL-TEAM
27114,theshyguy489
7204,aPriori Digital
17375,Maxo
17394,Metro SX
13773,Punchline
13803,PatchNoteStudio
13820,Passerelia Death Squad
17406,Room 22
15425,Silent Escape Studio
36461,Bunbosoup
44542,Kavorka
47462,Plaiko
22547,Daisu Games
13817,NBGA Customer Support
20577,zuobox
20582,PowPit
25604,Nebula
40611,3rd Sense
45634,Vermillion Games
13812,Bang Heads
13823,Universaslly Speaking
13831,Voice Collective
13833,Valiant Entertainment
13835,Electronic Arts Worldwide
13837,EA LA
13839,EA UK Test Team
13866,Airys Software
22943,(Archive) SCEI
15975,12894
17012,Dotoyou Games
17013,Destineer Publishing Corp.
1210,Gremlin Graphics
47017,Some Random Dev
17019,Zigurat Software S.L.
17026,"Grace Bruxner, Thomas Bowker"
41230,Ron Lent
17374,Silverstring Media
17383,U.S. Robotics
17384,Gravis
17395,Sleeper Service
18231,窝窝社
17382,STB
17385,Cyrix
6444,THQ Montreal
22550,Dodi Game Studios
13859,R-Novel Studio
38303,Jan Malitschek
13868,"Your Infamous, LLC"
13807,France Image Logiciel
27129,Actoon Studio
44637,NSW Health and the Alcohol And Drug Information Service
35807,Peter Dekany
13870,Popy
46637,"Neo Agency Co., Letd."
13871,ba
13883,General Entertainment
13901,7thChord
22949,Sad Crab Company
22239,Amiga
15008,FragmentTwo
17025,Crash Lab
17030,Diversions Software
17039,5pb. & MAGES
38084,Nuttery Entertainment
19126,Mad Head Games
17021,"Bogo World Co., Ltd."
48230,Digital Production
17381,Compuserve
17390,Final Light
17391,Maishima Infinity Circuit
13422,Neil Yates
15428,Floor59Games
17389,FX Elements
35825,Damian McComb
5845,Brooklyn Multimedia
13862,Destination Games
13911,Echoed Games
54422,ROAR Games
13892,Blue Sky Software
38655,Zef1r0
20761,KJAM Games
13914,Casa Games
18041,Just Us Games
18200,IndieLeague Studio
18203,ZCH字母君
18218,ChuMoran
40230,Team Clover LLC
19304,HawkSandwich
17392,exsa Co. Ltd.
17396,KEY WERST CO. LTD.
14529,(Archive) duplicate Nintendo of America INC
8309,Coilworks
29348,Nextgen Reality Pty Ltd.
17376,2 Mello
20376,"(Archive) duplicate Nintendo of America, Inc."
47629,Wanderer Games
13936,Amiga Fun
17011,PHB Media
17022,Soft Action
38826,Nixxes
13872,Office Koukan
48896,JHS Games
7000,Crazy Monkey Studios
18771,Veronika Medvedeva
13902,Laura Shigihara
45643,Meta Platforms
13920,PING YI LIN
19302,Heathen Engineering
19301,Carson Kompon
13922,Seven
13926,Solstice Games
13832,Sweet Justice
13900,Pixel
13969,Holistic Games
32999,(Archive) Waard Games
15005,Starsign
27134,Small Rockets
48137,PepperStones
18201,且御龙行
19303,Bruno Bizzarri
25218,Visumeca
20235,Orihaus
18242,绮梦妄想社
13928,Studio Koba
37611,DNA ARMY GAMING
44634,Nanite Games
37436,Potassium Frog Limited
761,(Archive) Nintendo Research & Development 1
8843,Skilltree Studios
13890,Patissier
13927,Tuatara Games
13906,Real World based Games Lab
13938,Amiga Format
38347,Kuba Wójcik
15189,Big Flat Potato S.A.
21478,Shelly Alon
43492,Hope Drinkers
22549,datadelft
13895,Cobra Team
40637,Cathedral Studios
18785,Faton
38595,yookond.
13939,Kaolink
13940,Rovio Mobile
13946,Huszár Games (Hussar Games)
15997,ELEX Wireless
18039,Giant Fox Studios
18044,Sundew Studios
18045,Erich Preston
17387,Thoris Co. Ltd.
17388,Vault 501
17405,Neamedia
19445,(Archive) duplicate Mox-Motion
34825,Andy Matuschak
19008,Eagre Games
29164,SmartOliveGames
15427,Northplay
25219,Alder Games
45220,Chubek
17404,Take Off Studio
34822,Cartyrs
13887,Interbec
43484,Supa Dank Games
43494,Jon Topielski
13884,Newgin
13896,CTA
14423,SAStudio
44643,Jamsheed Studios
44644,Akili Interactive Labs
4661,Polygon Pictures
13882,Jinx
47642,Nostalgia Hound
13904,Headbone Interactive
13917,Avreliy Games
13918,IR Gurus Interactive
11977,Dead Drop Studios LLC
34023,argentum online
15024,87eleven Action Film Co.
17035,Fenris Wolf
15050,EDS Wordland Ltd.
18207,LU QI
8228,Fragment Production Ltd
4670,Orca
13893,Dragon Data Ltd.
13881,West One
30758,Bubblesoft Games
38816,Fang Gang
15010,Amedeo Vasaturo
17036,SWDTech Games
18046,80Arcade
15048,Everyone at iam8but
29347,Indicava Interactive
33814,Triangular Bunny Games
23544,Team Syukino
15429,LemonChili Games
2177,Erbe Software
12554,Morgan Games
33824,Daniil Titner
23556,3DIDGAME
40714,HuCABBAGE
44714,Syaxamaphone
41824,Synthetic Domain
17032,Tencent Aurora Studios
14425,Nexx Studio
13959,ViperGTS96
13962,SirKnight Games
33995,My World
38000,RetroGradeGames
17041,Karin Entertainment
41084,Tiddles
45137,Raon Games
43230,Sahl Ibrahimi
23546,HONG KONG SPARK SOFTWARE TECHNOLOGY
23549,Kata Games
42805,Wonder Cult
45824,MoonGlint
13923,Dotbox Gaming
13950,smøl hold
38714,Vanbo
52646,2KB LLC
22714,Grey Havens
17401,L Studio
41807,karnedraws
43220,WildMonkey
43495,The Cornsoft Group
17398,Ritsuyukai
43859,Bexcellent Games
20915,Niall McShane
13968,DKGames
13970,SoGoPlay
13975,Bits Productions
13977,Big Boat Interactive
13984,Boidae Games
43127,Black Pencil Entertainment AG
42230,Sakuba Metal Works
38814,Jetpack Interactive
17393,Freestyle Work Inc.
51903,Hewco
13945,PlayWorks
13951,Gitcare
13954,Diamond [Robtek]
13988,BlooDPirat
8007,Mystic Box
27269,Portal: Prelude Team
5269,Nerdook Productions
481,Reflexive Entertainment
50527,Hícaro Lima
2978,Phenomic Game Development
5783,Days of Wonder
32383,CyberphobX
28255,MEDER Dynamics
24230,Omni Creative Group International
17402,Monoqlo Sound
50570,CF
23935,Naarassusi Game
46643,"beBlue Co., Ltd."
746,Media Molecule
13994,Mikoishi
53090,Renzk
39652,Geek Tweak Games
46657,"SQUARE ENIX CO., LTD."
39714,Ungamed Studios
33082,Impie
18206,90Games
57669,Aaisu
17454,Musai Studio
20913,Oscar Crespo
45636,Big Brawler
26919,Tippedchair
22586,Templar Studios
10653,Paradox South
4659,Stereotype Smartile
26861,Sweet Arsenic
22942,Japan Software Engineering Shop
25195,piratecat games
13982,Orch Star Studios
14000,MERJ Media
27007,Startale Games
15013,IK-Sound
15020,"Gibbons, Ltd"
15037,Duck Down Music
27039,Lisandro Lorea
15047,Everyone at Annapurna
3050,Vagabond Dog
27069,Two-Eyed Cyclops Games
50097,Strawberry Fields Interactive
14112,Skylark Sound Studios
13978,TACS Games
14199,弘原游戏
24251,Tweedle Dim
31255,Beta Testers
57670,Acilunatic
31276,AliBell Game Localization
29285,Mythical Games
35383,DOLGames
17412,Keywords Studios Spain
17269,G-angle Co. Ltd.
30346,Moto Studios
26967,Archosaur Games
27064,Western Werks
27101,Redmoon Games
23555,Jake M
22941,"Electronic Music and Animated Graphics CO., LTD."
27589,Volcano Bean
22674,d&d
13990,Virgo & Scorpius
1050,Mode 7
17424,colobito
22244,Limit Break
36331,Aurogon
10005,Eye Bop Co.
23202,Altron Corporation
13856,Dieselmine
15025,SPOV.TV
15031,Marine Light Attack Helicopter Squadron 775
15032,"USMC 5th Battalion, 14 Marines"
15033,Army 1st Cavalart Division Museum
15034,Xloc Inc.
15042,TRF Music Inc.
15067,Griot Groove Inc.
12079,Sombr Studio LLC
46220,Golden Bug Studios
24099,Skymill Studios
42084,Tenkai Games
1773,Marvelous AQL Europe
13999,Cybernetic Walrus
15026,"Army Trucks, Inc"
23128,Nebelsoft
22935,24 Entertainment
48560,Stasis Booth Games
36595,Mikko Tamper
42714,Fancy Games
26255,svan058
4819,Tremor Entertainment
17422,charabans
43497,Timex Computer Corporation
12011,Evil Corporation Games
58480,Spritz Studios
15016,"Blue Room, Los Angeles, CA"
14018,"Iron Sight Ltd, based in Oulu, Finland"
37464,Eva Vikstrom
17468,Alchemiq Studio
14024,Gametroleum
14030,PomelosDev
15038,Red Army Choir
15039,Music Sales
15040,Silva Screen Music America
15041,"SBMC, Inc"
14043,Hutong Games
14065,Halseo
14071,NAOMI
2074,Axes Art Amuse
34076,Maximum Effect
21082,Karaokulta Games
3104,Four Bars Entertainment
25110,The Media Indie Exchange
41000,EA Gothenburg
50528,Lucas Trigueiro
17414,Activirt
22170,Maxis Software
17459,Tokkun Studio
14141,Lost At Sea
57672,DesigNET Hungary
17411,Orca Inc
17426,CozyWorks
20728,Not a Number
23936,Level 99 Games
17413,Oznek
7428,(Archive) Cyanide Studios - duplicate
17429,earlycross Inc.
10176,Nihon Game
17430,8-Ware Creatives
3444,Rezlab Entertainment
39461,DoubleThink Studio
2827,Flying Tiger Developments
23547,Ibrahim sofan
23748,Polydor
40825,Marcus Dromowicz
14010,LUNARSIGNALS
14011,Qcplay
14029,Eeendhoorn Games
14037,Jundlebell Communication
36069,Strawberry Bose
28076,Afterthought Studios
14114,Art Spirits Inc.
14116,DynaComware Corporation
14117,Yokohama Chinese Wushu Society
6119,Lightning Fish Games
14126,NanaWind
11168,Spellbind Studios
22246,Blue Lizard
25723,MainMemory
14115,Lansdale INC.
57673,Judgement Jevil
58498,Brainrot Games
17416,Animo Creative Works Limited
23938,Osprey Publishing
17417,apricotton
17418,*Artz
58019,Nordman Games
17415,Agni-Flare
6990,Eggcode
17419,Beginning Software
23548,Matthew Genther
17420,Busy Bees Animation
43496,Upstart Games
18572,Event Horizon Studios
31585,Propaganda Code
40783,Walaber Entertainment
14015,All Yes Good
17440,Optical Force
25023,Igrasil Studio
50759,Catbag Fansubs
14051,Pole To Win Europe (Glasgow)
14076,'All Correct' language solutions
14077,Somatone Interactive
13090,Digital Continue
14120,Akelote ir ko
14137,DM Aviation Limited
38168,KQ Entertainment
3819,Crazy Moo Games
14026,Neo Software Productions
14039,Moesgård Museum
14103,Nobu
21255,Matrioshka Games
17425,Coroha
2107,Game Mill Entertainment
26346,The Wild Gentlemen
32346,Sybex Software
11843,Play Native Entertainment
8426,Robert Miroszewski
6992,Super Evil Megacorp
17431,Fellows Inc.
5444,Airborn Studios
17449,Teikoku Software
43499,Panic OK!!
12874,Hiding Spot Games
1921,Shonen Jump
24005,Mountainwheel Games
15028,Digital Synapse
15029,USMC Public Affairs Office
14031,Gemtree Software
22359,Danvik FHS
14044,Dark Tonic
17053,Nin
14053,EC Innovations
14056,Abu Dhabi Media Company
14070,Kaw - LTD
14072,Spark Casual Engine Technology
4104,Mox-Motion
14128,BlueImpact
27422,Da
14223,Efes Taleaway
12647,"Shanghai JingCai Computer Software Development Co., Ltd"
4751,Soviet Games
7980,Lunar Giant Studios
23032,Radical Dreamland
15036,Edge Studio New York City
5129,Hyper Hippo Productions
38431,GirlGames
23444,max erdwien
17462,Rascals
44611,Tempo Lab Games
23707,SigmaSuccour
22745,PHAM!
44816,Miguel Madate
4847,Art Frame
58500,Magical Formation
13886,Ma-Ba
10987,Canopy Games
8987,Traptics
18659,Richard Hogg
17050,NA Otaku Publishing Ltd.
14054,Image Production House
15055,"Kiesow Auto Recycling, Norderstedt"
14057,Animal Logic
14061,Bink Video
14062,LibLZF
14063,Hal Debug Team
14069,Studio Baikin
36169,DonutDaEarth
24175,"Lock 'n Load Publishing, LLC"
17177,Lonely Vision LLC.
47230,8 Sided
17423,Cocosoco
33347,eGenesis
14433,GG Games
29433,Goethe Und Eddie
14934,Drunk Robot Games
23937,The Mustard Corporation
15046,Monotype Imaging
17054,Sofielafée
9579,Lince Works
43501,Conabe Games
3783,D1FX
14122,Silky's
14097,Opel
58501,Puck Games
5844,"Jundroo, LLC"
4857,Soundworks
23958,Chronos Unterhaltungssoftware
48971,finnks13
48973,ViolentBeetle
17048,Software House Parsley
14060,Bullet Continous Collision Detection and Physics Library
14048,Dreamworks Animation
23708,Ferry Halim
14073,Sony Music Entertainment (Germany) Gmbh
14080,Blackturn Ltd
14083,Strategic Music
14084,Plarix Entertainment team
14090,EDGE WORKS
14091,Minamiazabu Studio Room
14094,Rayark
14101,Weider
14104,Head
14106,Bab O Lat
3154,Elemental Games
14134,Midian Design
5457,Kyy Games
17052,Parable Worlds
3852,NoodleHaus
48972,xvertigox
14119,Inner Workings
37214,PaulArt
43867,Primavera
22983,So
30276,Primary Orbit
15053,"Igloo Music - Burbank, CA"
14088,Binary Hammer
14099,Citizen
14100,Evian
50102,Y Games
14105,Dunlop
14107,Volvo
14108,"Blue Ox Family Games, Inc."
14118,Unistar
14135,Run 8 Studios LTD
14136,3D Train Stuff LLC
1913,tri-Crescendo
19142,Neostream Interactive
14148,Caramel Box
14158,MiCROViSiON Inc.
14187,Gaute Heggen
14195,Minidragon
14197,Fredbear Games
18211,acechariot
18213,废材炼金术士
14224,Southam Kitchen
14233,http://www.freesfx.co.uk
14234,National Film & Television School
36359,DotC Studios
29383,Lowercase Noises
54470,Crossfall Games
14211,Hearts
31262,Hades is copyright Supergiant Games 2018-2020
9310,Balcony Team
1970,(Archive) Konami Studios
45825,Castello Inc.
5988,Zip Technologies
15045,International Typeface Corporation
14175,SolarByte
33810,RanC
12100,B.L.S.
14109,Universal Music LCC
14111,case-U Inc.
14113,Slack Key Inc
14188,Cannon Head interactive
14189,Darkcross Games
14212,Chantry
14219,Kalypso Media Group
48220,RamicSoft
14225,West Road
14237,NFTS | National Film and Television School
28252,Veritable Joy Studios
18256,Titans
14166,Crystal Shard
14145,Pinyan
14276,Matin
14308,The Vanir Project
14318,Marble Syrup
21165,V1 Interactive
23551,Dark Illusions Games
3213,Spearhead Games
25634,Kirklight Games
1659,Keen Software House
14226,Perez Classic Guitar
27827,splendidland
22982,2PGames
15052,Disney Interactive - US
50061,Broadside Games
12097,Alley Kat Studios
51129,Chainify Labs
14227,LakeWood Acoustic Guitar
14228,Jacaranda Guitars
14133,Lancer-X/ASCEAI
14143,Kamui
14229,Sympphonic Orchestra Platinum
14235,Universally Speaking
28253,Bug Mane LLC
29255,IndieWolf Games
18258,HUNTERS
17464,Masamune Inc.
17465,Dentsu Inc.
17466,Wasa-Be Advertising Inc.
21496,Zotdinex
14160,Zolnier Games
39471,EAnim
27821,Charge Games
3847,The London Session Orchestra
14164,Acute Robot LLC
31285,Marketing Department
7104,Energize
23734,Steven Brown
4852,L'Oreille Extreme
1823,Pandora Box
15056,SEGA Japan
50108,Dream Pocket Studio
20115,Sony/ATV Sonata (SESAC) c/o Sony/ATV Music Publishing Canada (SOCAN)
20116,The GZL Company
20117,Motown Records
14127,HUBLOTS Co. Ltd
14159,Cableek Games
14170,Loaded Games
14173,PowerGaelic
14178,Survival Studios
14179,SUNFURY
14190,KYE Creations
14193,Junkfish Limited
18209,觀象草圖 Astrolabe Draft
14231,QL. Pianos
14236,Sarassin LLP
20242,Scary Stuff
38255,THEREED BAS
14316,Jan Zelený
4318,GodSpeed Games
17453,Zest Crew
36346,Bananadev
38822,Doomerdev
14171,Barricade Studio
27870,Rune Skovbo Johansen
36870,"Visual DART Co., Ltd"
17471,Diversion3 Entertainment
32276,Shamus Young
17472,Horror Inc.
17473,Crystal Lake Entertainment
17480,Bumping Workshop
17484,Shatterbox Studios
17485,Area 5
28082,SPIRAL
17500,James Lee Animation
18575,Kiss Publishing Ltd
14169,SSCTEAM
14174,Master Indie
14180,archive3d
14181,soundbible
54188,Sabito
54189,David Rudyi
54190,Fireplay Studio
14214,Dianastudio
28251,Crazy Dog Games Tmi
19253,spleen
23281,Top Coat
18309,BouSoft
14310,Michael Reitzenstein
22361,Cobble Games
44359,Huevocartoon
12409,Prasius
31383,TH2S Studios
17442,Primal Agent
2619,Tactile Entertainment
47814,ihavefivehat
43505,Helm Boy Studios
14191,Donley Time Foundation
5848,BrandGames
42870,Sagan Hawkes
50530,MrPeanutBelly
14218,Kalypso
14305,Archiact
13388,Runner Duck
32772,Rémi Lefèvre
44824,pumpiino
47824,nullablepandas
15075,"AltJapan Co., Ltd."
15078,"Pole To Win Co., Ltd."
15079,SARUGAKUCHO Inc.
30082,Vadim Slyusarev
20118,Rhino Entertainment Company
14165,Tiny Titan Studios
14182,unity3d
14201,"TAPQUAD, INC"
14203,Mental Zone Digital Game Studios
14213,Iron Squad (www.ironsquad.pl)
18259,Hongyuan Game
14333,Activision Shanghai
14345,Bright Onion Studios
38346,Gabriel Aldridge
14306,Subtle Style
14337,Pixel Star
14168,Tiny Pixel
43471,App Invent
850,Dreamworks Interactive
14549,Início Localization Services
14584,Polytheoptic
12849,Five Ways Software
21012,Push Start
20587,ActionSquare
14215,Indyrecords
14607,Game On Audio - Montreal
14609,Syndicate - Toronto
14611,Soundworks - Los Angeles
14613,Wanted! - Toronto
14618,Gamekeepr
14626,Tang Digital
14630,Silicon Graphics
14631,Production Baby
14638,Aoi Studio
14643,Snowman Digital Art
14680,Square 'A-Team'
14696,External Provider RedHotCG
14712,Reel Mediccal Inc
14715,The London Fire Brigade Museum
50100,Pixeduo Studios
18229,橘子班
10097,Sega Midwest Development Division
14207,LuteGames
41252,Harrold Games
14369,EA Originals
39383,Ore
55471,Jason Santuci
31269,LadrikDev
54471,Dani Calix
50531,Twilight Express
14573,Sabrepulse
54193,Gordo Gamers
957,Ndemic Creations
14467,FirstSight Games
22931,Hudson Entertainment
10850,4EVOLVE Games
18589,Pmang
26974,oldmanofthefire
15061,Kobalt Music Publishing LTD
20239,1010 HOWE
50110,BIGWHEEL
25616,Brain Blinks
24704,Elliott Portwood Productions
24177,RED-FIRE
14710,Reflections
15203,KONG STUDIOS
14222,Pizzaria Piccola Amalfi
19241,SCape Studios
23277,"(Archive) Square Enix CO., LTD."
32255,Sarunas
18720,Eversim
19308,B.B Studio
14456,Galiléa
18574,Igor Krutov
22362,David Su
18577,Erik Asmussen
25606,Happy Frog Games
24580,Retreaux Games
18590,M-etel
25600,David Styrbjörn
2820,(Archive) KCEK
43996,Rede Multimídia
36276,Lloyd Pique
30269,Liber Entertainment
4021,Eastworks
17479,Canada Media Fund
17483,Keyland Sound
17491,SIM Video International
17494,AFBS
17516,Million Best Electronics Plastic & Company
17519,Sparks Innovations
14532,"ARTEPIAZZA CO., LTD"
14535,Pole To Win International (Glasgow Studio)
14537,Shueisha Inc.
23572,Piggybank Studios
20586,Manufacture 43
14596,Original Force Ltd
15835,Digital Dreams V.O.F.
15062,Sony Music Publishing (Japan) Inc.
15087,SIEE Central Europe Marketing
15091,Sony Interactive Entertainment Japan Asia
3180,ST Microelectronics
54194,Alex Hall
14324,Quentin Lengele
14328,No Cliché
14336,4ShawGames
14342,Yurif
14354,Fish Eagle
17478,Vanessa Douglas Comms
22332,Spoony Bard Productions
14374,EmpirickLabs
43870,Konami Computer Entertainment Studios
18233,Mescaline's Wings
18223,方块游戏
17482,Productions ca roule
43507,Dmitriy Uvarov
18576,Thibaud Michaud
6848,MJ Acquisitions / HP Asset Management (SALEEN)
19893,3Beep
16010,Yazorius
15063,Sound Inn Studios INC.
15074,"Tenjoy Co., Ltd"
15081,"Beijing Founder Electronics Co., Ltd."
37082,Visions Of The Impossible
15082,International Software Development
15089,World Wide Studios America
18220,"HaiXing Gu DaLian Technology Co., Ltd."
18221,Heluo Studio
18225,雷武游戏
37251,Coconuts Japan Entertaiment
30255,GAMEDESIGN
17476,Motor Music
14311,Bit Bionic LLC
14332,Cyberlodge Interactive
14335,Michal Necasek
14338,CETVE LLC
14352,Red Splat Games
14356,IndieMax
40383,Chrysolite Software
35255,Good Glue
14361,KEA Games
18222,香港商河洛互動娛樂股份有限公司
17481,Hyperbolic
6985,Aterdux Entertainment
14339,2645turquoise
26840,BoomBit Games
15060,"ONE MUSIC Co., LTD."
45230,PurrSum
17488,Piclody Studio
10870,Goblinz Studio
48975,Viral Studios
47542,Felipe Aulló
15064,"Aoi Studio Co., Ltd."
15066,"D-Rockets co.,ltd."
15086,WWS QA-Europe
15090,SIEA Product Development Services Group
54129,Kite & Lightning
34167,TheActualKK
36251,DownFall Studio
14343,J3I Games
14365,Starcarde
14368,GamesCo
14468,Waldschrat Studios
17492,Super Sonics Post Produciton
17493,Tom-Tom Hangstúdió
45023,02GAMES
15058,Sony Music Studios Tokyo
15070,"Neo Agency Co., Ltd."
15072,picture element inc.
43076,AHA! Software
15085,SIE Euro R&D
23721,Amon26
19307,Joccish
32269,Jigsaw Unravel
8437,(Archive) Enix - duplicate
17490,Milestone Casting Studios
43508,EmiliaD2313
43509,Square and Angular
17511,Axis Electronics
8531,Pulsetense Games
14547,Electronic Arts France
14550,Localization - Spain
14580,Hamburger Proldeenfonds
14585,The Animation Farm
18588,EA Seoul
5659,Buzzy's Recording
4660,AI Inc.
14661,Cattle Call inc.
15672,capitalgamingrpg
14707,S.L.
23710,Allison Parrish
14716,The London Transport Museum
17846,Psyon Games
15095,TristanMX
22062,Yi Long Games ( 艺龙游戏 )
14350,Bullid Games
14363,Lightning Man Media
49394,Not Evil Studios
14359,Byte4Games
15435,NHN Corporation
18656,Mobo Studio
20837,Strange Graphs Technologies L.L.C.
15080,"SHOWASHOTAI Co.,Ltd."
17487,Glovision Inc.
17507,EA Baton Rouge
19894,Juicy Cupcake
43871,Nirvana
43998,Appsulove
38999,finalbossblues
2674,Nintendo SPD Production Group No. 1
15059,ONE MUSIC Studio
14360,StarCruiser Studio
14469,Float 4
43512,Saltclock Studio
17514,Jada (Fogang) Toy Company Limited
17520,The Bean Project
14544,Side Studios‑London
23559,Marble Candy Soft
14571,Talsey & Company
14575,Vierbeuter
18580,Broad Strokes
14594,Gaijin Entertainment Corporation
14598,Orange Noise Studio
14602,"Dagor Technologies, Inc., USA."
14603,"Firelight Technologies, Pty, Ltd"
14606,Side - London
14636,Kodasnsha Ltd.
14640,IMAGE Co.. Ltd. Motor/IieZ
19896,Volcanicc
14642,OGIPRO THE NEXT Inc.
1670,Perspective Studios. Brooklyn
43511,VICTORIA Games
36253,MyMadnessWorks
37255,Jia-Ho Jian
14364,Sir Bedlam Productions
3162,Night Dive Studios
25356,DashDot Creations
24178,Warfare Sims
19189,Dome VR
18255,Mercator
14837,Bitten Toast Games
17496,Seamonkeys
17503,Knockin' Boot Productions
14412,Ionias Phyion
40262,LinkSeven Games
17517,Roe Designs
23557,Shimmersoft
14574,Delta Computer Products
14579,IFH
18587,IMVU
14600,MG Monitoring Group
14616,Studio Global
14644,pH Studio Inc.
14651,"KOEI TECMO TIANJIN SOFTWARE CO., LTD."
24754,Lesley Dodd
14838,Mum Not Proud
14851,Pandorica
19895,Juicy Cupcake Distributors PTY LTD
38996,Use
21117,Stephen Baxter
1459,Milestone S.r.l.
47220,Cosmillica
14417,Edmundo Ruiz Ghanem
14421,Pringo Dingo Games
14429,2348
14479,Alive Software
43515,Wertex Games
14842,Matt Grimm
43999,Awasete Studio
18227,project bamboo
14812,Andreas Lott
22364,Williams Electronics Games
14432,TastyPlay
15444,DGSpitzer
14415,Mike Davis
23467,Innomen Team
27485,Blt
14463,NETMARBLE EMEA
14459,HORIS INTERNATIONAL LIMITED
14471,Moon Active
14501,Mindfisher Games
14503,Impact Unified
14504,Enrique Roman
17518,Silicon 9
20588,CoyoteCrowGames
14637,Tricycle Studio
14639,Techno Sound
14641,OVERLORD inc.
14646,"Pone Company, Inc."
14656,J-LOP
14658,W-Force Omega
14694,External Provider China United Coast
14697,Medic on Set
14703,Studio 451
14714,The British Museum
14830,Alfa-Omega
19875,SweetChiel
15204,Diceroll Studios
14418,Ross Norton
18262,StickyStoneStudio
14430,Auslander Studio
14434,"GignoSystem Japan, Inc."
14436,Coven Games
36269,id.net
14426,Rese
14428,56
37276,ATP Projects
15440,Archetype Studios
43879,Include Game135 SRL
43506,CubeShot
43519,Balvic
14733,LusionSoft
14528,VR Factory
14610,Hyperbolic - New York
14614,"Synthesis Iberia, S.L"
14619,Playman s.r.o
14623,Keywords Intl.
14627,ACTRA
14628,DTS Digital Surround
14629,Humanik
14632,Sonoton APM
14652,"KOEI TECMO BEJING SOFTWARE CO., LTD"
14653,"KOEI TECMO SINGAPORE, Pte, Ltd."
14673,FFS GmbH
14699,"Abbey Road Studios London, Studio Two"
14704,Studio Fast Foward
14709,entalize co.
14548,Electronic Arts Netherlands
23712,Greg Sergeant
14713,Wanted!
14718,The National Gallery
19794,Sete VFX
45076,Happy Monster Studio
15206,VirtualMind
18228,3RISE
14410,Ed Day
14411,Ben Pettengill
14413,Anthony Hahn
14424,Grumpy Otis Games
15458,Veslo Games
14505,Cedar Games
14706,Helix
52197,Media Vision Technology
14442,New State
15454,Lost Tower Games
14457,"Orbus Online, LLC"
14506,SlimeQ
22773,min Bekker
15462,Arzola's
15464,Trilby Games
43510,Game Sage Productions
14465,Team Bulosodeuk
15465,Noname Studio
43514,Alex Game Dev
17525,Punk Labs
20589,Micro Star Software
14601,"(Archive) Konami Digital Entertainment, Inc."
14608,Vision Globale - Montreal
14622,Keywords Intl.
14624,China West Coast
14633,Audiokinetic Inc.
14674,McDonnell‑Douglas Corporation
24713,Ningbo Inception Media
23713,Smiling Cat Entertainment
22726,Søren Trautner Madsen
22728,Mosha Games
14810,Tobias Lott
19857,Croaking Kero
6063,Primal Game Studio
21115,Colin Garbutt
23134,Star Legion
30175,PatDavisGames
